TwitchToolkit - Log - Sunday, October 3, 2021
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 2.78 coins, total 28
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
Purchase itsgraavi: !buy trait legendarybladedancer @ 1:12 AM
itsgraavi's karma went from 278 to 411
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.11 coins, total 42
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.11 coins, total 42
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.11 coins, total 42
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.11 coins, total 42
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.11 coins, total 42
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.11 coins, total 42
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.11 coins, total 42
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.11 coins, total 42
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
itsgraavi's karma went from 411 to 429
Purchase itsgraavi: !buy visitorgroup @ 1:20 AM
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.29 coins, total 43
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
itsgraavi's karma went from 429 to 447
Purchase itsgraavi: !buy visitorgroup 500 @ 1:20 AM
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
fanytic gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
tekekorni gets 10 * 2.78 coins, total 28
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.47 coins, total 45
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
itsgraavi's karma went from 447 to 483
Purchase itsgraavi: !buy party @ 1:53 AM
Purchase itsgraavi: !buy randominspire @ 1:53 AM
itsgraavi's karma went from 483 to 500
itsgraavi gets 10 * 5 coins, total 50
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
